id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
HGNC:9828,GENE,RAE1,Gle2|MIG14|MRNP41|Mnrp41|dJ481F12.3|dJ800J21.1,ribonucleic acid export 1,"Mutations in the Schizosaccharomyces pombe Rae1 and Saccharomyces cerevisiae Gle2 genes have been shown to result in accumulation of poly(A)-containing mRNA in the nucleus, suggesting that the encoded proteins are involved in RNA export. The protein encoded by this gene is a homolog of yeast Rae1. It contains four WD40 motifs, and has been shown to localize to distinct foci in the nucleoplasm, to the nuclear rim, and to meshwork-like structures throughout the cytoplasm. This gene is thought to be involved in nucleocytoplasmic transport, and in directly or indirectly attaching cytoplasmic mRNPs to the cytoskeleton. Alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008]."
GO:0006915,PHYS,apoptotic process,NA,apoptotic process,NA
HGNC:4834,GENE,HBS1L,EF-1a|ERFS|HBS1|HSPC276|eRF3c,HBS1 like translational GTPase,"This gene encodes a member of the GTP-binding elongation factor family. It is expressed in multiple tissues with the highest expression in heart and skeletal muscle. The intergenic region of this gene and the MYB gene has been identified to be a quantitative trait locus (QTL) controlling fetal hemoglobin level, and this region influnces erythrocyte, platelet, and monocyte counts as well as erythrocyte volume and hemoglobin content. DNA polymorphisms at this region associate with fetal hemoglobin levels and pain crises in sickle cell disease. A single nucleotide polymorphism in exon 1 of this gene is significantly associated with severity in beta-thalassemia/Hemoglobin E. Multiple alternatively spliced transcript variants encoding different protein isoforms have been found for this gene. [provided by RefSeq, May 2009]."
HGNC:7104,GENE,MIPEP,COXPD31|HMIP|MIP,mitochondrial intermediate peptidase,"The product of this gene performs the final step in processing a specific class of nuclear-encoded proteins targeted to the mitochondrial matrix or inner membrane. This protein is primarily involved in the maturation of oxidative phosphorylation (OXPHOS)-related proteins. This gene may contribute to the functional effects of frataxin deficiency and the clinical manifestations of Friedreich ataxia. [provided by RefSeq, Jul 2008]."
HGNC:2498,GENE,CTDP1,CCFDN|FCP1,CTD phosphatase subunit 1,"This gene encodes a protein which interacts with the carboxy-terminus of the RAP74 subunit of transcription initiation factor TFIIF, and functions as a phosphatase that processively dephosphorylates the C-terminus of POLR2A (a subunit of RNA polymerase II), making it available for initiation of gene expression. Mutations in this gene are associated with congenital cataracts, facial dysmorphism and neuropathy syndrome (CCFDN). Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Feb 2011]."
HP:0002500,DISO,Abnormality of the cerebral white matter,NA,Abnormality of the cerebral white matter,NA
HGNC:18178,GENE,VPS28,NA,VPS28 subunit of ESCRT-I,"This gene encodes a protein subunit of the ESCRT-I complex (endosomal complexes required for transport), which functions in the transport and sorting of proteins into subcellular vesicles. This complex can also be hijacked to facilitate the budding of enveloped viruses from the cell membrane. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2013]."
HGNC:10436,GENE,RPS6KB1,PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha,ribosomal protein S6 kinase B1,"This gene encodes a member of the ribosomal S6 kinase family of serine/threonine kinases. The encoded protein responds to mTOR (mammalian target of rapamycin) signaling to promote protein synthesis, cell growth, and cell proliferation. Activity of this gene has been associated with human cancer. Alternatively spliced transcript variants have been observed. The use of alternative translation start sites results in isoforms with longer or shorter N-termini which may differ in their subcellular localizations. There are two pseudogenes for this gene on chromosome 17. [provided by RefSeq, Jan 2013]."
HGNC:1774,GENE,CDK5,LIS7|PSSALRE,cyclin dependent kinase 5,"This gene encodes a proline-directed serine/threonine kinase that is a member of the cyclin-dependent kinase family of proteins. Unlike other members of the family, the protein encoded by this gene does not directly control cell cycle regulation. Instead the protein, which is predominantly expressed at high levels in mammalian postmitotic central nervous system neurons, functions in diverse processes such as synaptic plasticity and neuronal migration through phosphorylation of proteins required for cytoskeletal organization, endocytosis and exocytosis, and apoptosis. In humans, an allelic variant of the gene that results in undetectable levels of the protein has been associated with lethal autosomal recessive lissencephaly-7. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2015]."
HGNC:2752,GENE,PIAS1,DDXBP1|GBP|GU/RH-II|ZMIZ3,protein inhibitor of activated STAT 1,"This gene encodes a member of the protein inhibitor of activated STAT (PIAS) family. PIAS proteins function as SUMO E3 ligases and play important roles in many cellular processes by mediating the sumoylation of target proteins. This protein plays a central role as a transcriptional coregulator of numerous cellular pathways includign the STAT1 and nuclear factor kappaB pathways. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Mar 2016]."
HGNC:14101,GENE,CNOT7,CAF-1|CAF1|Caf1a|hCAF-1,CCR4-NOT transcription complex subunit 7,"The protein encoded by this gene binds to an anti-proliferative protein, B-cell translocation protein 1, which negatively regulates cell proliferation. Binding of the two proteins, which is driven by phosphorylation of the anti-proliferative protein, causes signaling events in cell division that lead to changes in cell proliferation associated with cell-cell contact. The encoded protein downregulates the innate immune response and therefore provides a therapeutic target for enhancing its antimicrobial activity against foreign agents. Alternative splicing of this gene results in multiple transcript variants. Related pseudogenes have been identified on chromosomes 1 and X. [provided by RefSeq, Apr 2016]."
HGNC:28796,GENE,MRFAP1L1,PP784,Morf4 family associated protein 1 like 1,NA
HGNC:9195,GENE,POLR2H,RPABC3|RPB17|RPB8,"RNA polymerase II, I and III subunit H","The three eukaryotic RNA polymerases are complex multisubunit enzymes that play a central role in the transcription of nuclear genes. This gene encodes an essential and highly conserved subunit of RNA polymerase II that is shared by the other two eukaryotic DNA-directed RNA polymerases, I and III. Alternative splicing results in multiple transcript variants of this gene. [provided by RefSeq, Jul 2013]."
HGNC:8156,GENE,OPRM1,LMOR|M-OR-1|MOP|MOR|MOR1|OPRM,opioid receptor mu 1,"This gene encodes one of at least three opioid receptors in humans; the mu opioid receptor (MOR). The MOR is the principal target of endogenous opioid peptides and opioid analgesic agents such as beta-endorphin and enkephalins. The MOR also has an important role in dependence to other drugs of abuse, such as nicotine, cocaine, and alcohol via its modulation of the dopamine system. The NM_001008503.2:c.118A>G allele has been associated with opioid and alcohol addiction and variations in pain sensitivity but evidence for it having a causal role is conflicting. Multiple transcript variants encoding different isoforms have been found for this gene. Though the canonical MOR belongs to the superfamily of 7-transmembrane-spanning G-protein-coupled receptors some isoforms of this gene have only 6 transmembrane domains. [provided by RefSeq, Oct 2013]."
UBERON:0000059,ANAT,large intestine,NA,large intestine,NA
HGNC:6919,GENE,MBD4,MED1,"methyl-CpG binding domain 4, DNA glycosylase","The protein encoded by this gene is a member of a family of nuclear proteins related by the presence of a methyl-CpG binding domain (MBD). These proteins are capable of binding specifically to methylated DNA, and some members can also repress transcription from methylated gene promoters. This protein contains an MBD domain at the N-terminus that functions both in binding to methylated DNA and in protein interactions and a C-terminal mismatch-specific glycosylase domain that is involved in DNA repair. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Jan 2013]."
RGD:68337,GENE,Htt,HD|IT15|LOMARS,huntingtin,"Huntingtin is a disease gene linked to Huntington's disease, a neurodegenerative disorder characterized by loss of striatal neurons. This is thought to be caused by an expanded, unstable trinucleotide repeat in the huntingtin gene, which translates as a polyglutamine repeat in the protein product. A fairly broad range of trinucleotide repeats (9-35) has been identified in normal controls, and repeat numbers in excess of 40 have been described as pathological. The huntingtin locus is large, spanning 180 kb and consisting of 67 exons. The huntingtin gene is widely expressed and is required for normal development. It is expressed as 2 alternatively polyadenylated forms displaying different relative abundance in various fetal and adult tissues. The larger transcript is approximately 13.7 kb and is expressed predominantly in adult and fetal brain whereas the smaller transcript of approximately 10.3 kb is more widely expressed. The genetic defect leading to Huntington's disease may not necessarily eliminate transcription, but may confer a new property on the mRNA or alter the function of the protein. One candidate is the huntingtin-associated protein-1, highly expressed in brain, which has increased affinity for huntingtin protein with expanded polyglutamine repeats. This gene contains an upstream open reading frame in the 5' UTR that inhibits expression of the huntingtin gene product through translational repression. [provided by RefSeq, Jul 2016]."
ENSEMBL:ENSGALG00000015635,GENE,ENSEMBL:ENSGALG00000015635,NA,NA,NA
HGNC:30989,GENE,IFT20,NA,intraflagellar transport 20,"This gene encodes a intraflagellar transport protein important for intracellular transport. The encoded protein forms part of a complex involved in trafficking of proteins from the Golgi body, including recycling of immune signalling components (Finetti et al., PubMed: 19855387). This gene is part of a complex set of sense-antisense loci that may be co-regulated. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. A pseudogene of this gene is located on the long arm of chromosome 14.[provided by RefSeq, Jun 2012]."
HGNC:12631,GENE,USP8,HumORF8|PITA4|SPG59|UBPY,ubiquitin specific peptidase 8,"This gene encodes a protein that belongs to the ubiquitin-specific processing protease family of proteins. The encoded protein is thought to regulate the morphology of the endosome by ubiquitination of proteins on this organelle and is involved in cargo sorting and membrane trafficking at the early endosome stage. This protein is required for the cell to enter the S phase of the cell cycle and also functions as a positive regulator in the Hedgehog signaling pathway in development. Pseudogenes of this gene are present on chromosomes 2 and 6. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013]."
